ship,fandom,genre,relType,isCanon,isRPF,totalWorks
Sukuna | Ryoumen Sukuna/Reader,Jujutsu Kaisen,Fantasy,XReader,No,XReader,1740
Sukuna | Ryoumen Sukuna/You,Jujutsu Kaisen,Fantasy,XReader,No,XReader,1765
Suletta Mercury/Miorine Rembran,Gundam Wing,Science Fiction,F/F,Yes,No,1155
Sun & Reader,Five Nights at Freddy's,Video Game,XReader,No,XReader,1121
Sun/Reader,Five Nights at Freddy's,Video Game,XReader,No,XReader,1548
Sung Hanbin/Zhang Hao,ZEROBASEONE | ZB1 (Korea Band),K-Pop,M/M,No,Yes,2642
Sylvie Brett/Matthew Casey,Chicago Fire,Crime,F/M,Yes,No,1250
Tachibana Makoto/Yamazaki Sousuke,Free!,Sports,M/M,No,No,1231
Takami Keigo | Hawks/Reader,Boku NoHero Academia | My Hero Academia,Superhero,XReader,No,XReader,3004
Takami Keigo | Hawks/Todoroki Enji | Endeavor,Boku NoHero Academia | My Hero Academia,Superhero,M/M,No,No,2674
Takeda Ittetsu/Ukai Keishin,Haikyuu!!,Sports,M/M,No,No,1009
Tara Jones/Darcy Olsson,Heartstopper,Slice of Life,F/F,Yes,No,1077
Tara Maclay/Willow Rosenberg,Buffy the Vampire Slayer,Fantasy,F/F,Yes,No,1691
Tartaglia | Childe & Traveler,Genshin Impact,Video Game,Gen,Yes,No,1721
Tartaglia | Childe & Ying | Lumine,Genshin Impact,Video Game,Gen,Yes,No,1306
Tartaglia | Childe & Zhongli,Genshin Impact,Video Game,Gen,Yes,No,2240
Tartaglia | Childe/Reader,Genshin Impact,Video Game,XReader,No,XReader,2242
Tartaglia | Childe/Traveler,Genshin Impact,Video Game,Other,No,No,5455
Tartaglia | Childe/Ying | Lumine,Genshin Impact,Video Game,F/M,No,No,4154
Tartaglia | Childe/Zhongli,Genshin Impact,Video Game,M/M,No,No,14671
Team Teerayu Siriyothin/Win Phawin Wanichakarnjonkul,Between Us (Thailand TV),Romance,M/M,Yes,No,1196
Technoblade & Phil Watson | Philza,YouTube RPF,Youtube RPF,Gen,Yes,Yes,8952
Technoblade & TommyInnit,YouTube RPF,Youtube RPF,Gen,Yes,Yes,13065
Technoblade & TommyInnit & Phil Watson | Philza,YouTube RPF,Youtube RPF,Gen,Yes,Yes,1688
Ted Lasso/Rebecca Welton,Ted Lasso,Sports,F/M,No,No,3033
Teddy Altman/Billy Kaplan,Young Avengers,Superhero,M/M,Yes,No,1860
Teddy Lupin/Victoire Weasley,Harry Potter - J. K. Rowling,Fantasy,F/M,Yes,No,1048
Ten Chittaphon Leechaiyapornkul/Qian Kun,WayV,K-Pop,M/M,No,Yes,1630
Ten Chittaphon Leechaiyapornkul/Suh Youngho | Johnny,NCT (Band),K-Pop,M/M,No,Yes,2849
Tendou Satori/Ushijima Wakatoshi,Haikyuu!!,Sports,M/M,No,No,3118
Tenth Doctor/Rose Tyler,Doctor Who,Science Fiction,F/M,Semi-Canon,No,15332
Tenth Doctor/The Master,Doctor Who,Science Fiction,M/M,No,No,5905
Terezi Pyrope/Karkat Vantas,Homestuck,Science Fiction,F/M,No,No,1333
Terezi Pyrope/Vriska Serket,Homestuck,Science Fiction,F/M,No,No,1278
Thanatos/Zagreus,Hades,Video Game,M/M,Semi-Canon,No,1879
Thane Krios/Female Shepard,Mass Effect Trilogy,Video Game,F/M,No,No,1155
Thane Krios/Shepard,Mass Effect Trilogy,Video Game,Other,No,No,1234
The Dark Urge/Enver Gortash,Balder's Gate 3,Video Game,Other,No,No,1556
The Darkling | Aleksander Morozova/Alina Starkov,The Grisha Trilogy - Leigh Bardugo,Fantasy,F/M,Yes,No,4655
The Doctor & Clara Oswin Oswald,Doctor Who,Science Fiction,Gen,Yes,No,1472
The Doctor & Donna Noble,Doctor Who,Science Fiction,Gen,Yes,No,1308
The Doctor & The Master,Doctor Who,Science Fiction,Gen,Yes,No,1116
The Doctor & Yasmin Khan,Doctor Who,Science Fiction,Gen,Yes,No,1013
The Doctor/Clara Oswin Oswald,Doctor Who,Science Fiction,F/M,No,No,3726
The Doctor/Companion(s),Doctor Who,Science Fiction,Multi,Semi-Canon,No,6593
The Doctor/Donna Noble,Doctor Who,Science Fiction,F/M,Yes,No,1198
The Doctor/Jack Harkness,Doctor Who,Science Fiction,M/M,Semi-Canon,No,1736
The Doctor/Missy,Doctor Who,Science Fiction,F/M,No,No,5434
The Doctor/Reader,Doctor Who,Science Fiction,XReader,No,XReader,1324
The Doctor/River,Doctor Who,Science Fiction,F/M,Yes,No,3672
The Doctor/Yasmin Khan,Doctor Who,Science Fiction,F/F,Yes,No,4269
The GAang & Zuko,Avatar: The Last Airbender,Science Fiction,Gen,Yes,No,1664
The Iron Bull/Dorian Pavus,Dragon Age,Video Game,M/M,Yes,No,3213
The Narrator & Stanley,The Stanley Parable,Video Game,Gen,Yes,No,1171
The Narrator/Stanley,The Stanley Parable,Video Game,Other,No,No,1930
Theo Raeken/Stiles Stilinski,Teen Wolf,Fantasy,M/M,No,No,1325
Theodore Decker/Boris Pavlikovsky,The Goldfinch,Thriller,M/M,Semi-Canon,No,1006
Theodore Nott/Harry Potter,Harry Potter - J. K. Rowling,Fantasy,M/M,No,No,1681
Theon Greyjoy/Robb Stark,Game of Thrones,Fantasy,M/M,No,No,1561
Theon Greyjoy/Sansa Stark,Game of Thrones,Fantasy,F/M,No,No,1022
Thirteenth Doctor/The Master,Doctor Who,Science Fiction,F/M,No,No,1379
Thirteenth Doctor/Yasmin Khan,Doctor Who,Science Fiction,F/F,Yes,No,4180
Thomas Barrow/Jimmy Kent,Downton Abbey,Historical,M/M,No,No,1280
Thomas Jefferson/James Madison,Hamilton – Miranda,Historical,M/M,No,No,1710
Thor/Reader,Marvel Cinematic Universe,Superhero,XReader,No,XReader,1576
Thrawn | Mitth'raw'nuruodo/Eli Vanto,Star Wars,Science Fiction,M/M,No,No,1698
Tifa Lockhart/Cloud Strife,Final Fantasy VII,Video Game,F/M,Yes,No,2504
Tim Bradford & Lucy Chen,The Rookie,Crime,Gen,Yes,No,2805
Tim Bradford/Lucy Chen,The Rookie,Crime,F/M,Yes,No,6509
Tim Drake & Bruce Wayne,Batman - All Media Types,Superhero,Gen,Yes,No,4543
Tim Drake & Damian Wayne,Batman - All Media Types,Superhero,Gen,Yes,No,3465
Tim Drake & Dick Grayson,Batman - All Media Types,Superhero,Gen,Yes,No,4788
Tim Drake & Dick Grayson & Jason Todd & Bruce Wayne & Damian Wayne,Batman - All Media Types,Superhero,Gen,Yes,No,2510
Tim Drake & Dick Grayson & Jason Todd & Damian Wayne,Batman - All Media Types,Superhero,Gen,Yes,No,1048
Tim Drake & Jason Todd,Batman - All Media Types,Superhero,Gen,Yes,No,7159
Tim Drake/Damian Wayne,Batman - All Media Types,Superhero,M/M,No,No,1284
Tim Drake/Dick Grayson,Batman - All Media Types,Superhero,M/M,No,No,1394
Tim Drake/Jason Todd,Batman - All Media Types,Superhero,M/M,No,No,5895
Tim Drake/Kon-El | Conner Kent,Batman - All Media Types,Superhero,M/M,No,No,4880
Timothée Chalamet/Armie Hammer,Call Me by Your Name RPF,Celebrity RPF,M/M,No,Yes,1773
Tina Goldstein/Newt Scamander,Fantastic Beasts and Where to Find Them,Fantasy,F/M,Yes,No,2268
Tine Teepakorn Aekaranwong/Sarawat Guntithanon,2gether: The Series (Thailand TV),Romance,M/M,Yes,No,1513
Tobin Heath/Christen Press,NWSL RPF,Sports RPF,F/F,Yes,Yes,1465
Toby Smith | Tubbo & TommyInnit,Youtube RPF,Youtube RPF,Gen,Yes,Yes,15005
Toby Smith | Tubbo & Wilbur Soot,Youtube RPF,Youtube RPF,Gen,Yes,Yes,1613
Toby Smith | Tubbo/TommyInnit,Youtube RPF,Youtube RPF,M/M,No,Yes,1278
Todd Anderson/Neil Perry,Dead Poets Society,Slice of Life,M/M,No,No,2199
Todd Brotzman/Dirk Gently,Dirk Gently's Holistic Detective Agency,Crime,M/M,No,No,1085
Todoroki Enji | Endeavor/Todoroki Rei,Boku NoHero Academia | My Hero Academia,Superhero,F/M,Yes,No,1037
Todoroki Shouto & Yaoyorozu Momo,Boku NoHero Academia | My Hero Academia,Superhero,Gen,Yes,No,1404
Todoroki Shouto/Reader,Boku NoHero Academia | My Hero Academia,Superhero,XReader,No,XReader,2732
Todoroki Shouto/Yaoyorozu Momo,Boku NoHero Academia | My Hero Academia,Superhero,F/M,No,No,4066
Toga Himiko/Uraraka Ochako,Boku NoHero Academia | My Hero Academia,Superhero,F/F,Semi-Canon,No,1827
"Tom ""Iceman"" Kazansky/Pete ""Maverick"" Mitchell",Top Gun,Thriller,M/M,No,No,3429
Tom Hansen/Original Female Character(s),British Actor RPF,Celebrity RPF,F/M,No,No,1606
Tom Hiddleston/Original Female Character(s),British Actor RPF,Celebrity RPF,F/M,No,No,2792
Tom Hiddleston/Reader,British Actor RPF,Celebrity RPF,XReader,No,XReader,1606
Tom Hiddleston/You,British Actor RPF,Celebrity RPF,XReader,No,XReader,1637
Tom Paris/B'Elanna Torres,Star Trek,Science Fiction,F/M,No,No,1679
Tom/Original Character(s),British Actor RPF,Celebrity RPF,Original,No,No,1679
Tom/Tord,Eddsworld,Slice of Life,M/M,No,No,1549
TommyInnit & Phil Watson | Philza,Youtube RPF,Youtube RPF,Gen,Yes,Yes,7781
Tony Stark & Avengers Team,Marvel Cinematic Universe,Superhero,Gen,Yes,No,2730
Tony Stark & Stephen Strange,Marvel Cinematic Universe,Superhero,Gen,Yes,No,1021
Tony Stark/Original Character(s),Marvel Cinematic Universe,Superhero,Original,No,No,1284
Tony Stark/Original Female Character(s),Marvel Cinematic Universe,Superhero,F/M,No,No,1054
Tony Stark/Reader,Marvel Cinematic Universe,Superhero,XReader,No,XReader,2350
Tony Stark/Stephen Strange,Marvel Cinematic Universe,Superhero,M/M,No,No,6950
Toph Beifong & Zuko,Avatar: The Last Airbender,Science Fiction,Gen,Yes,No,1086
Tori Vega/Jade West,Victorious (TV),Slice of Life,F/F,No,No,1191
Traveler/Xiao | Alatus,Genshin Impact,Video Game,Other,No,No,6414
Trent Crimm/Ted Lasso,Ted Lasso,Sports,M/M,No,No,1002
Trixie Mattel/Katya Zamolodchikova,RuPaul's Drag Race (US) RPF,Celebrity RPF,Other,No,Yes,1105
Trowa Barton/Quatre Raberba Winner,Gundam Wing,Science Fiction,M/M,No,No,1430
Troy Barnes/Abed Nadir,Community,Slice of Life,M/M,No,No,1739
Tsukishima Kei & Yamaguchi Tadashi,Haikyuu!!,Sports,Gen,Yes,No,1273
Tsukishima Kei/Reader,Haikyuu!!,Sports,XReader,No,XReader,1264
Tsukishima Kei/Yamaguchi Tadashi,Haikyuu!!,Sports,M/M,No,No,9521
Twelfth Doctor/Clara Oswin Oswald,Doctor Who,Science Fiction,F/M,No,No,2930
Twelfth Doctor/Missy,Doctor Who,Science Fiction,F/M,Semi-Canon,No,1038
Twelfth Doctor/River Song,Doctor Who,Science Fiction,F/M,Yes,No,1085
Twelfth Doctor/The Master,Doctor Who,Science Fiction,F/M,Semi-Canon,No,1027
"Tyrannus Basilton ""Baz"" Pitch & Simon Snow",Carry On Series - Rainbow Rowell,Fantasy,Gen,Yes,No,1558
"Tyrannus Basilton ""Baz"" Pitch/Simon Snow",Carry On Series - Rainbow Rowell,Fantasy,M/M,Yes,No,7944
Uchiha Itachi & Uchiha Sasuke,Naruto,Fantasy,Gen,Yes,No,1239
Uchiha Itachi/Uchiha Sasuke,Naruto,Fantasy,M/M,No,No,1438
Uchiha Itachi/Uchiha Shisui,Naruto,Fantasy,F/M,Semi-Canon,No,1265
Uchiha Sasuke & Uzumaki Naruto,Naruto,Fantasy,Gen,Yes,No,2382
Uchiha Sasuke/Uzumaki Naruto,Naruto,Fantasy,M/M,No,No,14826
Upgraded Connor | RK900/Gavin Reed,Detroit: Become Human,Video Game,Other,No,No,5862
Uzi Doorman/N,Murder Drones,Science Fiction,F/M,Yes,No,1141
Valentino/Vox,Hazbin Hotel,Fantasy,M/M,Yes,No,2320
Vash the Stampede/Nicholas D. Wolfwood,Trigun Stampede,Science Fiction,M/M,No,No,4370
Venti & Xiao | Alatus,Genshin Impact,Video Game,Gen,Yes,No,1196
Venti/Xiao | Alatus,Genshin Impact,Video Game,M/M,No,No,4887
Venti/Zhongli,Genshin Impact,Video Game,M/M,No,No,1653
Vernon Boyd/Erica Reyes,Teen Wolf,Fantasy,F/M,Yes,No,4638
Victor Nikiforov & Yuri Plisetsky,Yuri!!! on Ice,Sports,Gen,Yes,No,1078
Vox Akuma/Ike Eveland,Nijisanji,Youtube RPF,M/M,No,No,1072
Wanda Maximoff & Natasha Romanov,Marvel Cinematic Universe,Superhero,Gen,Yes,No,1137
Wanda Maximoff/Natasha Romanov,Marvel Cinematic Universe,Superhero,F/F,No,No,2645
Wanda Maximoff/Reader,Marvel Cinematic Universe,Superhero,XReader,No,XReader,2500
Wanda Maximoff/Vision,Marvel Cinematic Universe,Superhero,F/M,Yes,No,5435
Wang Yi Bo/Xiao Zhan | Sean,The Untamed RPF,Celebrity RPF,M/M,No,Yes,9236
Warrior of Light/Estinien Wyrmblood,Final Fantasy XIV,Video Game,Other,No,No,1171
Warrior of Light/Thancred Waters,Final Fantasy XIV,Video Game,Other,No,No,1146
Waverly Earp & Nicole Haught,Wynonna Earp (TV),Thriller,Gen,Yes,No,1583
Waverly Earp/Nicole Haught,Wynonna Earp (TV),Thriller,F/F,Yes,No,5926
Wednesday Addams & Enid Sinclair,Wednesday (TV 2022),Fantasy,Gen,Yes,No,1755
Wednesday Addams/Enid Sinclair,Wednesday (TV 2022),Fantasy,F/F,No,No,6322
Wednesday Addams/Tyler Galpin,Wednesday (TV 2022),Fantasy,F/M,Semi-Canon,No,1615
Weiss Schnee/Yang Xiao Long,RWBY,Fantasy,F/F,No,No,1042
Wen Jun Hui | Jun/Xu Ming Hao | The8,SEVENTEEN (Band),K-Pop,M/M,No,Yes,3438
Wen Kexing/Zhou Zishu,Word of Honor,Romance,M/M,Yes,No,5258
Whizzer Brown/Marvin,Falsettos,Slice of Life,M/M,Yes,No,1924
Wilbur Soot & Phil Watson | Philza,YouTube RPF,Youtube RPF,Gen,Yes,Yes,5922
Wilbur Soot & Technoblade,YouTube RPF,Youtube RPF,Gen,Yes,Yes,7917
Wilbur Soot & Technoblade & Phil Watson | Philza,YouTube RPF,Youtube RPF,Gen,Yes,Yes,1877
Wilbur Soot & Technoblade & TommyInnit,YouTube RPF,Youtube RPF,Gen,Yes,Yes,1812
Wilbur Soot & Technoblade & TommyInnit & Phil Watson,YouTube RPF,Youtube RPF,Gen,Yes,Yes,18237
Wilbur Soot & Technoblade & TommyInnit & Phil Watson | Philza,YouTube RPF,Youtube RPF,Gen,Yes,Yes,20859
Wilbur Soot & TommyInnit,YouTube RPF,Youtube RPF,Gen,Yes,Yes,21845
Wilbur Soot & TommyInnit & Phil Watson,YouTube RPF,Youtube RPF,Gen,Yes,Yes,2157
Wilbur Soot/TommyInnit,YouTube RPF,Youtube RPF,M/M,No,Yes,2270
Will Byers & Eleven | Jane Hopper,Stranger Things,Thriller,Gen,Yes,No,1537
Will Byers & Mike Wheeler,Stranger Things,Thriller,Gen,Yes,No,2097
Will Byers/Mike Wheeler,Stranger Things,Thriller,M/M,No,No,11053
Will Graham & Hannibal Lecter,Hannibal (TV),Thriller,Gen,Yes,No,5267
Will Graham/Hannibal Lecter,Hannibal (TV),Thriller,M/M,Yes,No,28306
William Adama/Laura Roslin,Battlestar Galactica,Science Fiction,F/M,Yes,No,1530
William Afton | Dave Miller/Reader,Five Nights At Freddy's,Video Game,XReader,No,XReader,1044
William Bodie/Ray Doyle,The Professionals,Crime,M/M,No,No,2800
Winchester/You,Supernatural,Fantasy,XReader,No,XReader,2827
Wu Xie/Zhang Qiling,The Grave Robbers' Chronicles - Xu Lei,Historical,M/M,No,No,3069
Xander Harris/Spike,Buffy the Vampire Slayer,Fantasy,M/M,No,No,1834
Xiao | Alatus & Zhongli,Genshin Impact,Video Game,Gen,Yes,No,1223
Xiao | Alatus/Reader,Genshin Impact,Video Game,XReader,No,XReader,1632
Xiao | Alatus/Ying | Lumine,Genshin Impact,Video Game,F/M,No,No,2122
Xiao | Alatus/Zhongli,Genshin Impact,Video Game,M/M,No,No,1626
Xiǎo Xīngchén/Xuē Yáng | Xuē Chéngměi,Módào Zǔshī - Mòxiāng Tóngxiù,Fantasy,M/M,No,No,2867
Xú Jūnshuò/Zhèng Qíyuán,Super-Vocal (TV),Celebrity RPF,M/M,No,Yes,1629
Yagi Toshinori | All Might/Reader,Boku NoHero Academia | My Hero Academia,Superhero,XReader,No,XReader,1134
Yang Jiulang/Zhang Yunlei,Chinese Comedian RPF,Celebrity RPF,M/M,No,Yes,1076
Yelena Belova & Natasha Romanov,Marvel Cinematic Universe,Superhero,Gen,Yes,No,1763
